source,target,date,type,FATALITIES,LATITUDE,LOCATION,LONGITUDE,NOTES,记录数,YEAR
Protesters,Police Forces of Algeria (1999-),2011/2/12,Riots/Protests,0,36.7525,Algiers,3.042,"Scuffles broke out and security forces arrested 400 demonstrators early in the day as around 2,000 of pro-democracy protesters assembled for a banned march calling for regime change in Algeria. The protesters were reportedly inspired by the eff",1,2011
Protesters,Police Forces of Algeria (1999-),2011/2/12,Riots/Protests,0,36.7525,Algiers,3.042,"Thousands gathered in the Algiers May 1st Square to protest against President Abdelaziz Bouteflika. Police were able to quickly disperse the crowd. The CNCD, an umbrella group of opposition parties, civil society movements and unofficial unions",1,2011
Protesters,Police Forces of Algeria (1999-),2011/4/12,Riots/Protests,0,36.7525,Algiers,3.042,"of their qualification. Police dispersed the protestors by force, leaving 30 people injured.",1,2011
Protesters,Police Forces of Algeria (1999-),2011/2/26,Riots/Protests,0,36.7525,Algiers,3.042,A lawmaker of the Rally for Culture and Democracy Party is injured and six students are arrested when they are confronted by police as they protest the regime. The remaining protesters were dispersed.,1,2011
Protesters,Police Forces of Algeria (1999-),2011/2/26,Riots/Protests,0,36.7525,Algiers,3.042,A lawmaker of the Rally for Culture and Democracy Party is injured and six students are arrested when they are confronted by police as they protest the regime.,1,2011
Protesters,Police Forces of Algeria (1999-),2011/3/26,Riots/Protests,0,36.7525,Algiers,3.042,Police again scuffle with reform protesters.A few dozen demonstrators turned out on May 1 Square in central Algiers with the intention of marching to Martyrs Square some three kilometres (two miles) away.,1,2011
Protesters,Police Forces of Algeria (1999-),2011/2/28,Riots/Protests,0,36.7525,Algiers,3.042,Members of the RCD attempt to stage another protest against the regime before it is quickly dispersed by the police.,1,2011
Protesters,Police Forces of Algeria (1999-),2011/2/28,Riots/Protests,0,36.7525,Algiers,3.042,Members of the RCD attempt to stage another protest against the regime before it is quickly dispersed by the police.,1,2011
Protesters,Police Forces of Algeria (1999-),2012/7/5,Riots/Protests,0,36.7525,Algiers,3.042,"Twenty men, removed from the army, were arrested Wednesday night before their planned rally yesterday at the Ministry of Defence.ÊFrom the interior of the country, they were arrested by police in the capital.",1,2012
Protesters,Police Forces of Algeria (1999-),2012/7/5,Riots/Protests,0,36.7525,Algiers,3.042,Forty activists of the National Committee for the rights of unemployed (CNDDC) were arrested by police at the end of the rally they held,1,2012
Protesters,Police Forces of Algeria (1999-),2012/7/5,Riots/Protests,0,36.7525,Algiers,3.042,"Forty families of disappeared persons, mostly women, had gathered yesterday in the first place in Algiers in May, to mark the fiftieth anniversary of independence.ÊIn the morning, five people who tried to attend this event were arrested",1,2012
Protesters,Police Forces of Algeria (1999-),2012/2/6,Riots/Protests,0,36.7525,Algiers,3.042,Police dispersed 60 al-Assad protesters outside the Syrian embassy in the capital.,1,2012
Protesters,Police Forces of Algeria (1999-),2012/9/14,Riots/Protests,0,36.7924,Bab El Oued,3.0522,"Hundreds of young people tried to march towards the centre of Algiers but they were blocked by the forces of law and order, who were strongly deployed around El Kettani Square",1,2012
Protesters,Police Forces of Algeria (1999-),2012/9/17,Riots/Protests,0,36.7445,Belcourt,3.0527,"A number of citizens went on a protest march before the evening prayer yesterday [17 September] in the popular district of Belouizdad, near El Mouaminine Mosque in Algiers. Security forces surrounded the area and dispersed the protesters.",1,2012
Protesters,Police Forces of Algeria (1999-),2012/4/18,Riots/Protests,0,36.7525,Algiers,3.042,Dozens of youth members of the RCD march in downtown Algiers to call for a boycott of upcoming elections. Police forces break up rally.,1,2012
Protesters,Police Forces of Algeria (1999-),2012/5/25,Riots/Protests,0,36.7344,Kouba,3.0848,ex-Islamic Salvation front (FIS) marched in Kouba to demand the dissolution of the new National Peoples Assembly (APN). Several demonstrators were detained by police.,1,2012
Protesters,Police Forces of Algeria (1999-),2012/7/4,Riots/Protests,0,35.5526,El Djezzar,5.4207,25 demonstrators in the town of El Djezzar were arrested after protesting for demand of rural electrification and water,1,2012
Protesters,Police Forces of Algeria (1999-),2012/7/7,Riots/Protests,0,35.4358,Khenchela,7.1433,"Protests about the same social problems as Blida, Tizi Ouzou and Tipaza were staged in Khenchela which led to many injuries among the citizens and the police",1,2012
Protesters,Police Forces of Algeria (1999-),2012/1/9,Riots/Protests,0,33.8,Laghouat,2.8651,Housing unit protest continues. Arrests by police reported.,1,2012
Protesters,Police Forces of Algeria (1999-),2012/10/14,Riots/Protests,0,34.8783,Tlemcen,-1.315,Nearly 400 student protesters were violently prevented from reaching the headquarters of the province in order to denounce their precarious situation in the new residence where they live in the aftermath of a gas explosion.,1,2012
Protesters,Police Forces of Algeria (1999-),2012/7/9,Riots/Protests,1,36.4686,Blida,2.8289,"Thousands of police auxiliaries, who once helped in the fight against armed Islamist groups, tried on Monday to march on the capital to demand pay rises and other job benefits but were blocked by police. AFP reported that an Algerian police aux",1,2012
Protesters,Police Forces of Algeria (1999-),2012/6/7,Riots/Protests,1,35.6911,Oran,-.6417,An Algerian man has died after setting himself ablaze inÊprotestÊwhen a policeman took away his drivers license in the Mascara region,1,2012
Protesters,Police Forces of Algeria (1999-),2012/1/26,Riots/Protests,1,35.3758,Tiaret,1.3131,A trader commits suicide in protest of a police officer kicking over this selling booth.,1,2012
Protesters,Police Forces of Algeria (1999-),2013/12/8,Riots/Protests,0,36.715,Birkhadem,3.05,"Algerian students tried to stage a sit-in outside the New College in Said Hamidine [Quarter, about 7km from the centre of Algiers]. TheÊprotestÊwas prevented by the heavy intervention of the security forces.",1,2013
Protesters,Police Forces of Algeria (1999-),2013/3/18,Riots/Protests,0,36.7525,Algiers,3.042,"Algerian security forces have held 20 youths who took part in a demonstration in the capital Algiers against their fixed-term contracts and demanded permanent jobs, Al-Jazeera reported on 18 March.",1,2013
Protesters,Police Forces of Algeria (1999-),2013/2/25,Riots/Protests,0,36.7525,Algiers,3.042,Several people have been arrested in Algeria during protests organized by an association for the unemployed in several cities,1,2013
Protesters,Police Forces of Algeria (1999-),2013/5/26,Riots/Protests,0,36.7525,Algiers,3.042,At least 15 people have been arrested near Algerias cabinet headquarters during a protest staged by people demanding permanent jobs.,1,2013
Protesters,Police Forces of Algeria (1999-),2013/4/20,Riots/Protests,0,36.38,Bouira,3.9014,"In Bouira, several people were arrested by the police as they were taking part in the march organized by the Movement for the Autonomy of Kabylie (MAK) on the occasion of 20 April.",1,2013
Protesters,Police Forces of Algeria (1999-),2013/2/22,Riots/Protests,0,33.8,Laghouat,2.8651,"Scores of people have staged protests in Algerias gas-rich region of Laghouat to demand the release of a number of unemployed youths. The demonstrators said police used tear gas and rubber bullets to disperse them, leaving some of them with bre",1,2013
Protesters,Police Forces of Algeria (1999-),2013/2/25,Riots/Protests,0,33.8,Laghouat,2.8651,Several people have been arrested in Algeria during protests organized by an association for the unemployed in several cities,1,2013
Protesters,Police Forces of Algeria (1999-),2013/2/25,Riots/Protests,0,36.2675,Medea,2.75,Several people have been arrested in Algeria during protests organized by an association for the unemployed in several cities,1,2013
Protesters,Police Forces of Algeria (1999-),2013/11/3,Riots/Protests,0,31.9664,Ouargla,5.3421,"On 3 November 2013, a customs official who reported a serious corruption case, was arrested by the police in Ouargla for having staged a peacefulÊprotestÊin front the premises of the Ouargla Province customs directorate.",1,2013
Protesters,Police Forces of Algeria (1999-),2013/2/25,Riots/Protests,0,31.9664,Ouargla,5.3421,Several people have been arrested in Algeria during protests organized by an association for the unemployed in several cities,1,2013
Protesters,Police Forces of Algeria (1999-),2014/3/1,Riots/Protests,0,36.7525,Algiers,3.042,Algerian police dispersed aÊdemonstrationÊin the capital against ailing President Abdelaziz Bouteflika seeking a fourth term in office in April elections.,1,2014
Protesters,Police Forces of Algeria (1999-),2014/8/1,Riots/Protests,0,36.7445,Belcourt,3.0527,mosque at Belouizdad to participate in a pro-Gaza march. Security forces along with riot police cut off the road with their armored vehicles and different tools.,1,2014
Protesters,Police Forces of Algeria (1999-),2014/3/4,Riots/Protests,0,36.7525,Algiers,3.042,"as they expressed their opposition to a fourth mandate for Bouteflika, who has been president since 1999.",1,2014
Protesters,Police Forces of Algeria (1999-),2014/3/6,Riots/Protests,0,36.7525,Algiers,3.042,Security forces on Thursday arrested about 40 people protesting in central Algiers against President Abdelaziz Bouteflika standing for a fourth term,1,2014
Protesters,Police Forces of Algeria (1999-),2014/2/16,Riots/Protests,0,36.7525,Algiers,3.042,An Algerian and a Tunisian were arrested after apparently taking part in a protest demonstration against the fourth term [of President Abdelaziz Bouteflika] which was organized by the Barakat Movement in Algiers on 16 February 2014. The two den,1,2014
Protesters,Police Forces of Algeria (1999-),2014/4/16,Riots/Protests,0,36.7525,Algiers,3.042,"In response to anti-election protests, supporters of candidate Abdelaziz Bouteflika improvised a demonstration in Algiers. They were also dispersed by police.",1,2014
Protesters,Police Forces of Algeria (1999-),2014/4/17,Riots/Protests,0,36.7525,Algiers,3.042,"In the capital, where security forces have been heavily deployed, police aggressively arrested five protesters shouting anti-regime slogans.",1,2014
Protesters,Police Forces of Algeria (1999-),2014/11/18,Riots/Protests,0,36.7525,Algiers,3.042,"Shop owners and residents on Val dÕHydra Road near the El Biar stadium in Algiers staged protests over the Government of AlgeriaÕs plans to demolish structures and relocate them.Ê On 18 November, police reportedly moved into position, and a sec",1,2014
Protesters,Police Forces of Algeria (1999-),2014/2/21,Riots/Protests,0,36.7525,Algiers,3.042,"Students attempted to hold a sit- in in front of the Annex to the Ministry of National Education , located at Brook (Algiers ), against the changes in examinations. Police forces prevented them.",1,2014
Protesters,Police Forces of Algeria (1999-),2014/2/22,Riots/Protests,0,36.7525,Algiers,3.042,"Students attempted to hold a sit- in in front of the Annex to the Ministry of National Education , located at Brook (Algiers ), against the changes in examinations. Police forces prevented them.",1,2014
Protesters,Police Forces of Algeria (1999-),2014/2/23,Riots/Protests,0,36.7525,Algiers,3.042,"Students attempted to hold a sit- in in front of the Annex to the Ministry of National Education , located at Brook (Algiers ), against the changes in examinations. Police forces prevented them.",1,2014
Protesters,Police Forces of Algeria (1999-),2014/2/23,Riots/Protests,0,36.7525,Algiers,3.042,Police prevented a peaceful gathering of activists in the centre of the Algerian capital calling for a de facto lifting of the state of emergency and the annulment of the new law on associations,1,2014
Protesters,Police Forces of Algeria (1999-),2014/7/25,Riots/Protests,0,36.7525,Algiers,3.042,"Thousands of Algerians staged a rally Friday at May 1st-Square in solidarity with the Palestinian people of Gaza following Israeli campaign. Barriers of the police, security forces, armored vehicles and trucks were formed to prevent the demonst",1,2014
Protesters,Police Forces of Algeria (1999-),2014/4/9,Riots/Protests,0,35.5553,Batna,6.1786,"outside the venue of a pro-Bouteflika rally in the city of Batna Wednesday, but were dispersed by police.",1,2014
Protesters,Police Forces of Algeria (1999-),2014/12/8,Riots/Protests,0,36.5741,Boufarik,2.9121,A march organised by 500 members of the dissolved Legitimate Defence Groups was stopped on Monday by the police near the town of Boufarik.,1,2014
Protesters,Police Forces of Algeria (1999-),2014/11/13,Riots/Protests,0,36.38,Bouira,3.9014,"Four demonstrators were arrested by the police in front of a tribunal in Bouira. They were released nearly four hours later. The security forces intervened heavy-handedly to disperse the crowd, a witness said.",1,2014
